Rank,ChEMBL_ID,Drug_Name,Model_Rank,drug_level_score,Primary_Target,max_phase,Source,Tier,Tier_Description,SMILES,assay,task_type,admet_value
3,CHEMBL1094489,,3,-4.899935859795952,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCOCCn1nc(CC)c2nc(N3CCC(CN)CC3)nc(Nc3cc(C)ccn3)c21,cyp2c9_veith,classification,0.4380541102570359
4,CHEMBL1916483,,4,-4.532604298966646,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(NC2CCCC(C(=O)O)C2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_veith,classification,0.35515016791381826
5,CHEMBL1916488,,5,-4.520093807692293,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(N2CCC(C(=O)O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_veith,classification,0.3194254087366409
6,CHEMBL1098465,,6,-4.478600174065137,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCOCCn1nc(CC)c2nc(NCC3CCNCC3)nc(Nc3cc(C)ccn3)c21,cyp2c9_veith,classification,0.40120517968102687
7,CHEMBL1916486,,7,-3.970184463231393,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(NC2CCC(C(=O)O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_veith,classification,0.33982035400312377
8,CHEMBL1916485,,8,-3.942495116517097,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(N[C@@H]2CCCC[C@@H]2C(=O)O)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_veith,classification,0.3899847203523739
9,CHEMBL1916475,,9,-3.9090298911156713,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(NC2CCC(O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_veith,classification,0.2961230445506077
10,CHEMBL294291,,10,-3.884576892851337,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,cyp2c9_veith,classification,0.7254041992168395
11,CHEMBL60058,,11,-3.865623419733475,ETA,,model_top20,Tier4,Unnamed or preclinical lead,C/C(=N\O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,cyp2c9_veith,classification,0.6591266615297622
12,CHEMBL3775234,,12,-3.817480475219406,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,cyp2c9_veith,classification,0.24524328270597506
13,CHEMBL4128926,,13,-3.780566788046847,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,cyp2c9_veith,classification,0.48257897038869707
14,CHEMBL4759667,,14,-3.7079526547959993,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCS(=N)(=O)CC4)ccc3OCC)nn12,cyp2c9_veith,classification,0.3906811708870126
15,CHEMBL3654363,,15,-3.5940270718218192,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(COc2nc(N3CC4CC4C3)ncc2C(=O)NCc2ccccn2)cc1Cl,cyp2c9_veith,classification,0.7222138933468497
16,CHEMBL1790180,ENDOTHELIN 3,16,-3.5495597616909342,ETB,0.5,model_top20,Tier4,Unnamed or preclinical lead,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CSSC[C@@H](N)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H]2CSSC[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCc3ccc(O)cc3)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H](Cc3ccccc3)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,cyp2c9_veith,classification,0.2585710139237459
17,CHEMBL1520,VARDENAFIL,17,-3.542204948202788,PDE5,4.0,model_top20,Tier1,PAH approved/reference drug or approved same-pathway drug,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,cyp2c9_veith,classification,0.46286388287593894
18,CHEMBL60367,,18,-3.4871250774640776,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CCC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,cyp2c9_veith,classification,0.726663796241391
19,CHEMBL410215,,19,-3.475195356893083,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCn1ncc2c3c(NCc4ccc(OC)c(Cl)c4)nnc(N4CCC(C(=O)O)CC4)c3cnc21,cyp2c9_veith,classification,0.5324926245095822
20,CHEMBL304460,,20,-3.4690393399670403,ETA,,model_top20,Tier4,Unnamed or preclinical lead,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(S(C)(=O)=O)c1,cyp2c9_veith,classification,0.6628178036565914
21,CHEMBL192,SILDENAFIL,480,0.0074859069927118,PDE5,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,cyp2c9_veith,classification,0.4108483780481983
22,CHEMBL779,TADALAFIL,552,0.1765455660410302,PDE5,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,cyp2c9_veith,classification,0.39337993680238453
23,CHEMBL910,EPOPROSTENOL,1301,1.711070042631723,PDE5,,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCNCC4)ccc3OCC)nc12,cyp2c9_veith,classification,0.4125954612863081
24,CHEMBL494,ILOPROST,1516,2.143594088746656,IP_receptor,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,cyp2c9_veith,classification,0.2017133906746487
25,CHEMBL1111,AMBRISENTAN,1864,2.6240112257321853,ETA,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,cyp2c9_veith,classification,0.6960345639891452
26,CHEMBL2103873,MACITENTAN,1883,2.646130631846652,ETA,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,cyp2c9_veith,classification,0.45671256633322466
27,CHEMBL957,BOSENTAN,2193,3.066477524156905,ETA,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,cyp2c9_veith,classification,0.542809111573896
28,CHEMBL238804,SELEXIPAG,3014,4.119525752351404,IP_receptor,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,cyp2c9_veith,classification,0.5804483209976143
29,CHEMBL9194,ATRASENTAN,614,0.3825911829465538,ETA,3.0,clinical_or_late_phase,Tier2,Approved or clinical repurposing candidate,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,cyp2c9_veith,classification,0.46405755003983473
30,CHEMBL293830,,21,-3.456692394947719,ETA,,model_rank_fill_after_dedup,Tier4,Unnamed or preclinical lead,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)C2CC2)c1,cyp2c9_veith,classification,0.6943730316830306
1,CHEMBL3885244,,1,-5.027996513166518,ETB,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc3ccccc3)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,cyp2c9_substrate_carbonmangels,classification,0.3362221799561547
2,CHEMBL3774897,,2,-5.020776503991561,ETB,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,cyp2c9_substrate_carbonmangels,classification,0.3398207266614301
3,CHEMBL1094489,,3,-4.899935859795952,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCOCCn1nc(CC)c2nc(N3CCC(CN)CC3)nc(Nc3cc(C)ccn3)c21,cyp2c9_substrate_carbonmangels,classification,0.24859278131738435
4,CHEMBL1916483,,4,-4.532604298966646,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(NC2CCCC(C(=O)O)C2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_substrate_carbonmangels,classification,0.21204512624886354
5,CHEMBL1916488,,5,-4.520093807692293,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(N2CCC(C(=O)O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_substrate_carbonmangels,classification,0.26148955856283995
6,CHEMBL1098465,,6,-4.478600174065137,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCOCCn1nc(CC)c2nc(NCC3CCNCC3)nc(Nc3cc(C)ccn3)c21,cyp2c9_substrate_carbonmangels,classification,0.2696820070439397
7,CHEMBL1916486,,7,-3.970184463231393,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(NC2CCC(C(=O)O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_substrate_carbonmangels,classification,0.2247827713485952
8,CHEMBL1916485,,8,-3.942495116517097,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(N[C@@H]2CCCC[C@@H]2C(=O)O)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_substrate_carbonmangels,classification,0.2302625769207253
9,CHEMBL1916475,,9,-3.9090298911156713,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(NC2CCC(O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2c9_substrate_carbonmangels,classification,0.23413367774964647
10,CHEMBL294291,,10,-3.884576892851337,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,cyp2c9_substrate_carbonmangels,classification,0.3477135937383266
11,CHEMBL60058,,11,-3.865623419733475,ETA,,model_top20,Tier4,Unnamed or preclinical lead,C/C(=N\O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,cyp2c9_substrate_carbonmangels,classification,0.36284772044657637
12,CHEMBL3775234,,12,-3.817480475219406,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,cyp2c9_substrate_carbonmangels,classification,0.3505968919874168
13,CHEMBL4128926,,13,-3.780566788046847,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,cyp2c9_substrate_carbonmangels,classification,0.3601235729869777
14,CHEMBL4759667,,14,-3.7079526547959993,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCS(=N)(=O)CC4)ccc3OCC)nn12,cyp2c9_substrate_carbonmangels,classification,0.4020938558129419
15,CHEMBL3654363,,15,-3.5940270718218192,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(COc2nc(N3CC4CC4C3)ncc2C(=O)NCc2ccccn2)cc1Cl,cyp2c9_substrate_carbonmangels,classification,0.3952312693589512
16,CHEMBL1790180,ENDOTHELIN 3,16,-3.5495597616909342,ETB,0.5,model_top20,Tier4,Unnamed or preclinical lead,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CSSC[C@@H](N)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H]2CSSC[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCc3ccc(O)cc3)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H](Cc3ccccc3)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,cyp2c9_substrate_carbonmangels,classification,0.33775045415190214
17,CHEMBL1520,VARDENAFIL,17,-3.542204948202788,PDE5,4.0,model_top20,Tier1,PAH approved/reference drug or approved same-pathway drug,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,cyp2c9_substrate_carbonmangels,classification,0.43197201933828844
18,CHEMBL60367,,18,-3.4871250774640776,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CCC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,cyp2c9_substrate_carbonmangels,classification,0.3315556789896447
19,CHEMBL410215,,19,-3.475195356893083,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCn1ncc2c3c(NCc4ccc(OC)c(Cl)c4)nnc(N4CCC(C(=O)O)CC4)c3cnc21,cyp2c9_substrate_carbonmangels,classification,0.26949012046416915
20,CHEMBL304460,,20,-3.4690393399670403,ETA,,model_top20,Tier4,Unnamed or preclinical lead,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(S(C)(=O)=O)c1,cyp2c9_substrate_carbonmangels,classification,0.3690361761070995
21,CHEMBL192,SILDENAFIL,480,0.0074859069927118,PDE5,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,cyp2c9_substrate_carbonmangels,classification,0.5552022050494335
22,CHEMBL779,TADALAFIL,552,0.1765455660410302,PDE5,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,cyp2c9_substrate_carbonmangels,classification,0.16040402270973453
23,CHEMBL910,EPOPROSTENOL,1301,1.711070042631723,PDE5,,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCNCC4)ccc3OCC)nc12,cyp2c9_substrate_carbonmangels,classification,0.477694489308451
24,CHEMBL494,ILOPROST,1516,2.143594088746656,IP_receptor,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,cyp2c9_substrate_carbonmangels,classification,0.18751626561904028
25,CHEMBL1111,AMBRISENTAN,1864,2.6240112257321853,ETA,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,cyp2c9_substrate_carbonmangels,classification,0.3995815232009792
26,CHEMBL2103873,MACITENTAN,1883,2.646130631846652,ETA,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,cyp2c9_substrate_carbonmangels,classification,0.3583558005889769
27,CHEMBL957,BOSENTAN,2193,3.066477524156905,ETA,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,cyp2c9_substrate_carbonmangels,classification,0.6372403428498421
28,CHEMBL238804,SELEXIPAG,3014,4.119525752351404,IP_receptor,4.0,clinical_pah,Tier1,PAH approved/reference drug or approved same-pathway drug,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,cyp2c9_substrate_carbonmangels,classification,0.4137156443762141
29,CHEMBL9194,ATRASENTAN,614,0.3825911829465538,ETA,3.0,clinical_or_late_phase,Tier2,Approved or clinical repurposing candidate,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,cyp2c9_substrate_carbonmangels,classification,0.19502781357376434
30,CHEMBL293830,,21,-3.456692394947719,ETA,,model_rank_fill_after_dedup,Tier4,Unnamed or preclinical lead,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)C2CC2)c1,cyp2c9_substrate_carbonmangels,classification,0.4026038852896316
1,CHEMBL3885244,,1,-5.027996513166518,ETB,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc3ccccc3)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,cyp2d6_veith,classification,0.23504695113911125
2,CHEMBL3774897,,2,-5.020776503991561,ETB,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,cyp2d6_veith,classification,0.21850406287071703
3,CHEMBL1094489,,3,-4.899935859795952,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCOCCn1nc(CC)c2nc(N3CCC(CN)CC3)nc(Nc3cc(C)ccn3)c21,cyp2d6_veith,classification,0.2853152756878627
4,CHEMBL1916483,,4,-4.532604298966646,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(NC2CCCC(C(=O)O)C2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2d6_veith,classification,0.2410304108735059
5,CHEMBL1916488,,5,-4.520093807692293,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(N2CCC(C(=O)O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2d6_veith,classification,0.21649498612463916
6,CHEMBL1098465,,6,-4.478600174065137,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCOCCn1nc(CC)c2nc(NCC3CCNCC3)nc(Nc3cc(C)ccn3)c21,cyp2d6_veith,classification,0.3112647753436068
7,CHEMBL1916486,,7,-3.970184463231393,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(NC2CCC(C(=O)O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2d6_veith,classification,0.2528603999256998
8,CHEMBL1916485,,8,-3.942495116517097,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(N[C@@H]2CCCC[C@@H]2C(=O)O)c2nnc(-c3ccc(OC)nc3)cc21,cyp2d6_veith,classification,0.2566499984767425
9,CHEMBL1916475,,9,-3.9090298911156713,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCOCCn1c(=O)nc(NC2CCC(O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,cyp2d6_veith,classification,0.17718616266393145
10,CHEMBL294291,,10,-3.884576892851337,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,cyp2d6_veith,classification,0.23131787758050273
11,CHEMBL60058,,11,-3.865623419733475,ETA,,model_top20,Tier4,Unnamed or preclinical lead,C/C(=N\O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,cyp2d6_veith,classification,0.2510340166984426
12,CHEMBL3775234,,12,-3.817480475219406,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,cyp2d6_veith,classification,0.23381836096335826
13,CHEMBL4128926,,13,-3.780566788046847,ETA,,model_top20,Tier4,Unnamed or preclinical lead,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,cyp2d6_veith,classification,0.36304344720476095
14,CHEMBL4759667,,14,-3.7079526547959993,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCS(=N)(=O)CC4)ccc3OCC)nn12,cyp2d6_veith,classification,0.16251095261571882
15,CHEMBL3654363,,15,-3.5940270718218192,PDE5,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(COc2nc(N3CC4CC4C3)ncc2C(=O)NCc2ccccn2)cc1Cl,cyp2d6_veith,classification,0.3087772667832139
