Rank,ChEMBL_ID,Drug_Name,Model_Rank,drug_level_score,Primary_Target,max_phase,Source,Tier,Tier_Description,SMILES,assay,task_type,predicted_value,admet_value,probability_positive
1,CHEMBL6059683,Unnamed JAK1 preclinical compound,1,-4.404797301413812,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,clearance_microsome_az,regression,44.36352271164022,44.36352271164022,
2,CHEMBL5945428,Unnamed JAK1 preclinical compound,2,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccncc2)C1,clearance_microsome_az,regression,31.017502858345374,31.017502858345374,
3,CHEMBL6020772,Unnamed JAK1 preclinical compound,3,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccnc2)C1,clearance_microsome_az,regression,31.64607657407408,31.64607657407408,
4,CHEMBL5956808,Unnamed JAK1 preclinical compound,4,-4.399579280076667,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,clearance_microsome_az,regression,42.060496005290986,42.060496005290986,
5,CHEMBL6021211,Unnamed JAK1 preclinical compound,5,-4.387690687283208,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1cc2cc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)ccc2n1,clearance_microsome_az,regression,35.472345621693115,35.472345621693115,
6,CHEMBL5777052,Unnamed JAK1 preclinical compound,6,-4.372804416520248,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cncc(F)c2)C1,clearance_microsome_az,regression,43.02658784391531,43.02658784391531,
7,CHEMBL3652405,Unnamed JAK1 preclinical compound,7,-4.372175927193261,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,clearance_microsome_az,regression,33.74385638888889,33.74385638888889,
8,CHEMBL5885656,Unnamed JAK1 preclinical compound,8,-4.372069936947769,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccc3ncccc23)C1,clearance_microsome_az,regression,39.83191038359789,39.83191038359789,
9,CHEMBL5883265,Unnamed JAK1 preclinical compound,9,-4.36987363523634,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccccc2Cl)C1,clearance_microsome_az,regression,35.639712645502634,35.639712645502634,
10,CHEMBL5784853,Unnamed JAK1 preclinical compound,10,-4.369612369501382,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,clearance_microsome_az,regression,33.96323966931217,33.96323966931217,
11,CHEMBL5749084,Unnamed JAK1 preclinical compound,11,-4.363156678771032,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnc3ccoc3c2)C1,clearance_microsome_az,regression,45.18336712962963,45.18336712962963,
12,CHEMBL6064726,Unnamed JAK1 preclinical compound,12,-4.359809607582895,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC,clearance_microsome_az,regression,38.13804478835977,38.13804478835977,
13,CHEMBL6031741,Unnamed JAK1 preclinical compound,13,-4.356020368196619,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C(F)(F)F)n1,clearance_microsome_az,regression,65.03994363756613,65.03994363756613,
14,CHEMBL6017191,Unnamed JAK1 preclinical compound,14,-4.35523455739966,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,clearance_microsome_az,regression,45.733666653439165,45.733666653439165,
15,CHEMBL3652403,Unnamed JAK1 preclinical compound,15,-4.344067383277476,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,clearance_microsome_az,regression,49.8897781613757,49.8897781613757,
16,CHEMBL5931590,Unnamed JAK1 preclinical compound,16,-4.334092272426654,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cc1ccccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,clearance_microsome_az,regression,46.973937764550236,46.973937764550236,
17,CHEMBL6065435,Unnamed JAK1 preclinical compound,17,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,clearance_microsome_az,regression,36.007912843915335,36.007912843915335,
18,CHEMBL5950639,Unnamed JAK1 preclinical compound,18,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,clearance_microsome_az,regression,34.79123198412696,34.79123198412696,
19,CHEMBL5890561,Unnamed JAK1 preclinical compound,19,-4.331007231883612,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1ncc2ccc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)cc21,clearance_microsome_az,regression,38.72875177248676,38.72875177248676,
20,CHEMBL3652410,Unnamed JAK1 preclinical compound,20,-4.316552930478186,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,clearance_microsome_az,regression,45.483522288359794,45.483522288359794,
21,CHEMBL502835,Nintedanib,8350,-1.13900439821085,PDGFRB,17.828125,clinical_ipf,Tier1,IPF approved/reference drug,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,clearance_microsome_az,regression,57.86441772486772,57.86441772486772,
22,CHEMBL1171837,Ponatinib,887,-3.2458617673888663,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,clearance_microsome_az,regression,54.16122097883595,54.16122097883595,
23,CHEMBL495727,AT-9283,835,-3.279430904509071,FGFR2,,clinical_repur,Tier2,Approved or clinical repurposing candidate,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,clearance_microsome_az,regression,28.16569605820104,28.16569605820104,
24,CHEMBL1789941,Ruxolitinib,2001,-2.739619827189386,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,clearance_microsome_az,regression,44.37820997354495,44.37820997354495,
25,CHEMBL221959,Tofacitinib,2885,-2.464100708535658,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,clearance_microsome_az,regression,26.39876231481481,26.39876231481481,
26,CHEMBL477772,Pazopanib,12419,-0.3689907468086709,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,clearance_microsome_az,regression,57.05574685185182,57.05574685185182,
27,CHEMBL535,Sunitinib,13857,-0.1375403344708105,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,clearance_microsome_az,regression,49.17996222222223,49.17996222222223,
28,CHEMBL1336,Sorafenib,14031,-0.1196366092660834,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,clearance_microsome_az,regression,19.517516600529092,19.517516600529092,
29,CHEMBL5769608,TGFBR1 lead compound,1015,-3.157977318757388,TGFBR1,,preclinical_lead,Tier4,Unnamed or preclinical lead,CC(=O)Nc1cc(Nc2nc(-c3ccccn3)nn3ccc(CN4CCOCC4)c23)ccn1,clearance_microsome_az,regression,48.98064939153438,48.98064939153438,
30,CHEMBL1784637,PDGFRA lead compound,950,-3.20412907579738,PDGFRA,,preclinical_lead,Tier4,Unnamed or preclinical lead,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,clearance_microsome_az,regression,50.22649985449734,50.22649985449734,
1,CHEMBL6059683,Unnamed JAK1 preclinical compound,1,-4.404797301413812,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,half_life_obach,regression,10.434057989417992,10.434057989417992,
2,CHEMBL5945428,Unnamed JAK1 preclinical compound,2,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccncc2)C1,half_life_obach,regression,6.718083333333332,6.718083333333332,
3,CHEMBL6020772,Unnamed JAK1 preclinical compound,3,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccnc2)C1,half_life_obach,regression,30.59775055555554,30.59775055555554,
4,CHEMBL5956808,Unnamed JAK1 preclinical compound,4,-4.399579280076667,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,half_life_obach,regression,6.386549960317462,6.386549960317462,
5,CHEMBL6021211,Unnamed JAK1 preclinical compound,5,-4.387690687283208,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1cc2cc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)ccc2n1,half_life_obach,regression,7.1591715873015875,7.1591715873015875,
6,CHEMBL5777052,Unnamed JAK1 preclinical compound,6,-4.372804416520248,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cncc(F)c2)C1,half_life_obach,regression,8.18990395502645,8.18990395502645,
7,CHEMBL3652405,Unnamed JAK1 preclinical compound,7,-4.372175927193261,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,half_life_obach,regression,6.482078822751322,6.482078822751322,
8,CHEMBL5885656,Unnamed JAK1 preclinical compound,8,-4.372069936947769,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccc3ncccc23)C1,half_life_obach,regression,26.286726468253974,26.286726468253974,
9,CHEMBL5883265,Unnamed JAK1 preclinical compound,9,-4.36987363523634,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccccc2Cl)C1,half_life_obach,regression,9.525673492063492,9.525673492063492,
10,CHEMBL5784853,Unnamed JAK1 preclinical compound,10,-4.369612369501382,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,half_life_obach,regression,7.2518167063492065,7.2518167063492065,
11,CHEMBL5749084,Unnamed JAK1 preclinical compound,11,-4.363156678771032,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnc3ccoc3c2)C1,half_life_obach,regression,9.66987134920635,9.66987134920635,
12,CHEMBL6064726,Unnamed JAK1 preclinical compound,12,-4.359809607582895,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC,half_life_obach,regression,9.661062698412701,9.661062698412701,
13,CHEMBL6031741,Unnamed JAK1 preclinical compound,13,-4.356020368196619,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C(F)(F)F)n1,half_life_obach,regression,11.790932936507941,11.790932936507941,
14,CHEMBL6017191,Unnamed JAK1 preclinical compound,14,-4.35523455739966,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,half_life_obach,regression,6.721233174603174,6.721233174603174,
15,CHEMBL3652403,Unnamed JAK1 preclinical compound,15,-4.344067383277476,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,half_life_obach,regression,8.303723730158733,8.303723730158733,
16,CHEMBL5931590,Unnamed JAK1 preclinical compound,16,-4.334092272426654,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cc1ccccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,half_life_obach,regression,6.504347380952381,6.504347380952381,
17,CHEMBL6065435,Unnamed JAK1 preclinical compound,17,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,half_life_obach,regression,6.961479285714286,6.961479285714286,
18,CHEMBL5950639,Unnamed JAK1 preclinical compound,18,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,half_life_obach,regression,7.202736269841269,7.202736269841269,
19,CHEMBL5890561,Unnamed JAK1 preclinical compound,19,-4.331007231883612,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1ncc2ccc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)cc21,half_life_obach,regression,18.149577433862433,18.149577433862433,
20,CHEMBL3652410,Unnamed JAK1 preclinical compound,20,-4.316552930478186,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,half_life_obach,regression,7.608118888888892,7.608118888888892,
21,CHEMBL502835,Nintedanib,8350,-1.13900439821085,PDGFRB,17.828125,clinical_ipf,Tier1,IPF approved/reference drug,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,half_life_obach,regression,16.98385837662338,16.98385837662338,
22,CHEMBL1171837,Ponatinib,887,-3.2458617673888663,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,half_life_obach,regression,34.45290158730159,34.45290158730159,
23,CHEMBL495727,AT-9283,835,-3.279430904509071,FGFR2,,clinical_repur,Tier2,Approved or clinical repurposing candidate,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,half_life_obach,regression,12.73994992063492,12.73994992063492,
24,CHEMBL1789941,Ruxolitinib,2001,-2.739619827189386,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,half_life_obach,regression,11.913526031746018,11.913526031746018,
25,CHEMBL221959,Tofacitinib,2885,-2.464100708535658,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,half_life_obach,regression,5.703862724867726,5.703862724867726,
26,CHEMBL477772,Pazopanib,12419,-0.3689907468086709,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,half_life_obach,regression,11.454660886243397,11.454660886243397,
27,CHEMBL535,Sunitinib,13857,-0.1375403344708105,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,half_life_obach,regression,33.39536867965366,33.39536867965366,
28,CHEMBL1336,Sorafenib,14031,-0.1196366092660834,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,half_life_obach,regression,71.99841249999999,71.99841249999999,
29,CHEMBL5769608,TGFBR1 lead compound,1015,-3.157977318757388,TGFBR1,,preclinical_lead,Tier4,Unnamed or preclinical lead,CC(=O)Nc1cc(Nc2nc(-c3ccccn3)nn3ccc(CN4CCOCC4)c23)ccn1,half_life_obach,regression,17.688929624819625,17.688929624819625,
30,CHEMBL1784637,PDGFRA lead compound,950,-3.20412907579738,PDGFRA,,preclinical_lead,Tier4,Unnamed or preclinical lead,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,half_life_obach,regression,39.421220079365064,39.421220079365064,
1,CHEMBL6059683,Unnamed JAK1 preclinical compound,1,-4.404797301413812,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,vdss_lombardo,regression,2.859353063973064,2.859353063973064,
2,CHEMBL5945428,Unnamed JAK1 preclinical compound,2,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccncc2)C1,vdss_lombardo,regression,2.3415254184704186,2.3415254184704186,
3,CHEMBL6020772,Unnamed JAK1 preclinical compound,3,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccnc2)C1,vdss_lombardo,regression,3.516433571428573,3.516433571428573,
4,CHEMBL5956808,Unnamed JAK1 preclinical compound,4,-4.399579280076667,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,vdss_lombardo,regression,2.5144159078884067,2.5144159078884067,
5,CHEMBL6021211,Unnamed JAK1 preclinical compound,5,-4.387690687283208,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1cc2cc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)ccc2n1,vdss_lombardo,regression,0.7851473412698414,0.7851473412698414,
6,CHEMBL5777052,Unnamed JAK1 preclinical compound,6,-4.372804416520248,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cncc(F)c2)C1,vdss_lombardo,regression,2.747620515873015,2.747620515873015,
7,CHEMBL3652405,Unnamed JAK1 preclinical compound,7,-4.372175927193261,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,vdss_lombardo,regression,3.029303077200579,3.029303077200579,
8,CHEMBL5885656,Unnamed JAK1 preclinical compound,8,-4.372069936947769,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccc3ncccc23)C1,vdss_lombardo,regression,2.43495699013949,2.43495699013949,
9,CHEMBL5883265,Unnamed JAK1 preclinical compound,9,-4.36987363523634,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccccc2Cl)C1,vdss_lombardo,regression,2.4523908730158714,2.4523908730158714,
10,CHEMBL5784853,Unnamed JAK1 preclinical compound,10,-4.369612369501382,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,vdss_lombardo,regression,0.6300240079365075,0.6300240079365075,
11,CHEMBL5749084,Unnamed JAK1 preclinical compound,11,-4.363156678771032,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnc3ccoc3c2)C1,vdss_lombardo,regression,2.7042961111111103,2.7042961111111103,
12,CHEMBL6064726,Unnamed JAK1 preclinical compound,12,-4.359809607582895,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC,vdss_lombardo,regression,2.2726386640211635,2.2726386640211635,
13,CHEMBL6031741,Unnamed JAK1 preclinical compound,13,-4.356020368196619,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C(F)(F)F)n1,vdss_lombardo,regression,2.7245016666666646,2.7245016666666646,
14,CHEMBL6017191,Unnamed JAK1 preclinical compound,14,-4.35523455739966,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,vdss_lombardo,regression,3.586345687830688,3.586345687830688,
15,CHEMBL3652403,Unnamed JAK1 preclinical compound,15,-4.344067383277476,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,vdss_lombardo,regression,2.744781124338624,2.744781124338624,
16,CHEMBL5931590,Unnamed JAK1 preclinical compound,16,-4.334092272426654,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cc1ccccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,vdss_lombardo,regression,2.166565735930735,2.166565735930735,
17,CHEMBL6065435,Unnamed JAK1 preclinical compound,17,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,vdss_lombardo,regression,3.203750140692639,3.203750140692639,
18,CHEMBL5950639,Unnamed JAK1 preclinical compound,18,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,vdss_lombardo,regression,1.8540382275132272,1.8540382275132272,
19,CHEMBL5890561,Unnamed JAK1 preclinical compound,19,-4.331007231883612,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1ncc2ccc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)cc21,vdss_lombardo,regression,3.1325114682539685,3.1325114682539685,
20,CHEMBL3652410,Unnamed JAK1 preclinical compound,20,-4.316552930478186,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,vdss_lombardo,regression,2.9577954581529586,2.9577954581529586,
21,CHEMBL502835,Nintedanib,8350,-1.13900439821085,PDGFRB,17.828125,clinical_ipf,Tier1,IPF approved/reference drug,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,vdss_lombardo,regression,5.537116521164021,5.537116521164021,
22,CHEMBL1171837,Ponatinib,887,-3.2458617673888663,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,vdss_lombardo,regression,5.811073359788359,5.811073359788359,
23,CHEMBL495727,AT-9283,835,-3.279430904509071,FGFR2,,clinical_repur,Tier2,Approved or clinical repurposing candidate,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,vdss_lombardo,regression,3.1893790079365085,3.1893790079365085,
24,CHEMBL1789941,Ruxolitinib,2001,-2.739619827189386,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,vdss_lombardo,regression,1.1051202116402126,1.1051202116402126,
25,CHEMBL221959,Tofacitinib,2885,-2.464100708535658,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,vdss_lombardo,regression,3.363438968253969,3.363438968253969,
26,CHEMBL477772,Pazopanib,12419,-0.3689907468086709,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,vdss_lombardo,regression,1.8399273809523804,1.8399273809523804,
27,CHEMBL535,Sunitinib,13857,-0.1375403344708105,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,vdss_lombardo,regression,2.91698664021164,2.91698664021164,
28,CHEMBL1336,Sorafenib,14031,-0.1196366092660834,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,vdss_lombardo,regression,4.881355767195767,4.881355767195767,
