Rank,ChEMBL_ID,Drug_Name,Model_Rank,drug_level_score,Primary_Target,max_phase,Source,Tier,Tier_Description,SMILES,assay,task_type,predicted_value,admet_value,probability_positive
12,CHEMBL6064726,Unnamed JAK1 preclinical compound,12,-4.359809607582895,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC,cyp2c9_substrate_carbonmangels,classification,,0.323413560972077,0.323413560972077
13,CHEMBL6031741,Unnamed JAK1 preclinical compound,13,-4.356020368196619,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C(F)(F)F)n1,cyp2c9_substrate_carbonmangels,classification,,0.26655024324873583,0.26655024324873583
14,CHEMBL6017191,Unnamed JAK1 preclinical compound,14,-4.35523455739966,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,cyp2c9_substrate_carbonmangels,classification,,0.2792713111656847,0.2792713111656847
15,CHEMBL3652403,Unnamed JAK1 preclinical compound,15,-4.344067383277476,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,cyp2c9_substrate_carbonmangels,classification,,0.24967679249730543,0.24967679249730543
16,CHEMBL5931590,Unnamed JAK1 preclinical compound,16,-4.334092272426654,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cc1ccccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cyp2c9_substrate_carbonmangels,classification,,0.347114958664547,0.347114958664547
17,CHEMBL6065435,Unnamed JAK1 preclinical compound,17,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,cyp2c9_substrate_carbonmangels,classification,,0.26492156736591777,0.26492156736591777
18,CHEMBL5950639,Unnamed JAK1 preclinical compound,18,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,cyp2c9_substrate_carbonmangels,classification,,0.33778007253820563,0.33778007253820563
19,CHEMBL5890561,Unnamed JAK1 preclinical compound,19,-4.331007231883612,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1ncc2ccc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)cc21,cyp2c9_substrate_carbonmangels,classification,,0.36891675433708576,0.36891675433708576
20,CHEMBL3652410,Unnamed JAK1 preclinical compound,20,-4.316552930478186,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,cyp2c9_substrate_carbonmangels,classification,,0.24446740630508781,0.24446740630508781
21,CHEMBL502835,Nintedanib,8350,-1.13900439821085,PDGFRB,17.828125,clinical_ipf,Tier1,IPF approved/reference drug,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,cyp2c9_substrate_carbonmangels,classification,,0.2792179508868604,0.2792179508868604
22,CHEMBL1171837,Ponatinib,887,-3.2458617673888663,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,cyp2c9_substrate_carbonmangels,classification,,0.2944620193245899,0.2944620193245899
23,CHEMBL495727,AT-9283,835,-3.279430904509071,FGFR2,,clinical_repur,Tier2,Approved or clinical repurposing candidate,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,cyp2c9_substrate_carbonmangels,classification,,0.29540289603158865,0.29540289603158865
24,CHEMBL1789941,Ruxolitinib,2001,-2.739619827189386,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,cyp2c9_substrate_carbonmangels,classification,,0.22715924034721757,0.22715924034721757
25,CHEMBL221959,Tofacitinib,2885,-2.464100708535658,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,cyp2c9_substrate_carbonmangels,classification,,0.21132478976224156,0.21132478976224156
26,CHEMBL477772,Pazopanib,12419,-0.3689907468086709,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,cyp2c9_substrate_carbonmangels,classification,,0.3206752276006818,0.3206752276006818
27,CHEMBL535,Sunitinib,13857,-0.1375403344708105,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,cyp2c9_substrate_carbonmangels,classification,,0.24243364393124972,0.24243364393124972
28,CHEMBL1336,Sorafenib,14031,-0.1196366092660834,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,cyp2c9_substrate_carbonmangels,classification,,0.3412296714834168,0.3412296714834168
29,CHEMBL5769608,TGFBR1 lead compound,1015,-3.157977318757388,TGFBR1,,preclinical_lead,Tier4,Unnamed or preclinical lead,CC(=O)Nc1cc(Nc2nc(-c3ccccn3)nn3ccc(CN4CCOCC4)c23)ccn1,cyp2c9_substrate_carbonmangels,classification,,0.39130764684368075,0.39130764684368075
30,CHEMBL1784637,PDGFRA lead compound,950,-3.20412907579738,PDGFRA,,preclinical_lead,Tier4,Unnamed or preclinical lead,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,cyp2c9_substrate_carbonmangels,classification,,0.26170632442498926,0.26170632442498926
1,CHEMBL6059683,Unnamed JAK1 preclinical compound,1,-4.404797301413812,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cyp2d6_veith,classification,,0.3478738753258247,0.3478738753258247
2,CHEMBL5945428,Unnamed JAK1 preclinical compound,2,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccncc2)C1,cyp2d6_veith,classification,,0.33722263471256125,0.33722263471256125
3,CHEMBL6020772,Unnamed JAK1 preclinical compound,3,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccnc2)C1,cyp2d6_veith,classification,,0.3059233463340829,0.3059233463340829
4,CHEMBL5956808,Unnamed JAK1 preclinical compound,4,-4.399579280076667,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,cyp2d6_veith,classification,,0.19540962004186008,0.19540962004186008
5,CHEMBL6021211,Unnamed JAK1 preclinical compound,5,-4.387690687283208,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1cc2cc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)ccc2n1,cyp2d6_veith,classification,,0.3485465178610165,0.3485465178610165
6,CHEMBL5777052,Unnamed JAK1 preclinical compound,6,-4.372804416520248,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cncc(F)c2)C1,cyp2d6_veith,classification,,0.32029290532160337,0.32029290532160337
7,CHEMBL3652405,Unnamed JAK1 preclinical compound,7,-4.372175927193261,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,cyp2d6_veith,classification,,0.32175807473262874,0.32175807473262874
8,CHEMBL5885656,Unnamed JAK1 preclinical compound,8,-4.372069936947769,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccc3ncccc23)C1,cyp2d6_veith,classification,,0.37756502513713286,0.37756502513713286
9,CHEMBL5883265,Unnamed JAK1 preclinical compound,9,-4.36987363523634,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccccc2Cl)C1,cyp2d6_veith,classification,,0.4145743983297283,0.4145743983297283
10,CHEMBL5784853,Unnamed JAK1 preclinical compound,10,-4.369612369501382,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,cyp2d6_veith,classification,,0.3164999935629883,0.3164999935629883
11,CHEMBL5749084,Unnamed JAK1 preclinical compound,11,-4.363156678771032,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnc3ccoc3c2)C1,cyp2d6_veith,classification,,0.32862991490590593,0.32862991490590593
12,CHEMBL6064726,Unnamed JAK1 preclinical compound,12,-4.359809607582895,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC,cyp2d6_veith,classification,,0.24233965312723166,0.24233965312723166
13,CHEMBL6031741,Unnamed JAK1 preclinical compound,13,-4.356020368196619,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C(F)(F)F)n1,cyp2d6_veith,classification,,0.28803577569896466,0.28803577569896466
14,CHEMBL6017191,Unnamed JAK1 preclinical compound,14,-4.35523455739966,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,cyp2d6_veith,classification,,0.23057843355008534,0.23057843355008534
15,CHEMBL3652403,Unnamed JAK1 preclinical compound,15,-4.344067383277476,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,cyp2d6_veith,classification,,0.3553019687296149,0.3553019687296149
16,CHEMBL5931590,Unnamed JAK1 preclinical compound,16,-4.334092272426654,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cc1ccccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cyp2d6_veith,classification,,0.37853483281693745,0.37853483281693745
17,CHEMBL6065435,Unnamed JAK1 preclinical compound,17,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,cyp2d6_veith,classification,,0.26316091043374656,0.26316091043374656
18,CHEMBL5950639,Unnamed JAK1 preclinical compound,18,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,cyp2d6_veith,classification,,0.28943555810442284,0.28943555810442284
19,CHEMBL5890561,Unnamed JAK1 preclinical compound,19,-4.331007231883612,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1ncc2ccc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)cc21,cyp2d6_veith,classification,,0.3216458467860042,0.3216458467860042
20,CHEMBL3652410,Unnamed JAK1 preclinical compound,20,-4.316552930478186,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,cyp2d6_veith,classification,,0.23933723334647364,0.23933723334647364
21,CHEMBL502835,Nintedanib,8350,-1.13900439821085,PDGFRB,17.828125,clinical_ipf,Tier1,IPF approved/reference drug,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,cyp2d6_veith,classification,,0.2783222988737249,0.2783222988737249
22,CHEMBL1171837,Ponatinib,887,-3.2458617673888663,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,cyp2d6_veith,classification,,0.4070804830735811,0.4070804830735811
23,CHEMBL495727,AT-9283,835,-3.279430904509071,FGFR2,,clinical_repur,Tier2,Approved or clinical repurposing candidate,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,cyp2d6_veith,classification,,0.3613247879061118,0.3613247879061118
24,CHEMBL1789941,Ruxolitinib,2001,-2.739619827189386,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,cyp2d6_veith,classification,,0.31852348500067806,0.31852348500067806
25,CHEMBL221959,Tofacitinib,2885,-2.464100708535658,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,cyp2d6_veith,classification,,0.1860199664028699,0.1860199664028699
26,CHEMBL477772,Pazopanib,12419,-0.3689907468086709,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,cyp2d6_veith,classification,,0.32372816937769683,0.32372816937769683
27,CHEMBL535,Sunitinib,13857,-0.1375403344708105,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,cyp2d6_veith,classification,,0.3103581528714327,0.3103581528714327
28,CHEMBL1336,Sorafenib,14031,-0.1196366092660834,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,cyp2d6_veith,classification,,0.3238101464239377,0.3238101464239377
29,CHEMBL5769608,TGFBR1 lead compound,1015,-3.157977318757388,TGFBR1,,preclinical_lead,Tier4,Unnamed or preclinical lead,CC(=O)Nc1cc(Nc2nc(-c3ccccn3)nn3ccc(CN4CCOCC4)c23)ccn1,cyp2d6_veith,classification,,0.3383561800925252,0.3383561800925252
30,CHEMBL1784637,PDGFRA lead compound,950,-3.20412907579738,PDGFRA,,preclinical_lead,Tier4,Unnamed or preclinical lead,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,cyp2d6_veith,classification,,0.36763251737152486,0.36763251737152486
1,CHEMBL6059683,Unnamed JAK1 preclinical compound,1,-4.404797301413812,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cyp2d6_substrate_carbonmangels,classification,,0.38708961238404566,0.38708961238404566
2,CHEMBL5945428,Unnamed JAK1 preclinical compound,2,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccncc2)C1,cyp2d6_substrate_carbonmangels,classification,,0.3523281980117069,0.3523281980117069
3,CHEMBL6020772,Unnamed JAK1 preclinical compound,3,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccnc2)C1,cyp2d6_substrate_carbonmangels,classification,,0.3583275495297676,0.3583275495297676
4,CHEMBL5956808,Unnamed JAK1 preclinical compound,4,-4.399579280076667,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,cyp2d6_substrate_carbonmangels,classification,,0.29017305202194116,0.29017305202194116
5,CHEMBL6021211,Unnamed JAK1 preclinical compound,5,-4.387690687283208,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1cc2cc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)ccc2n1,cyp2d6_substrate_carbonmangels,classification,,0.3144755480338487,0.3144755480338487
6,CHEMBL5777052,Unnamed JAK1 preclinical compound,6,-4.372804416520248,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cncc(F)c2)C1,cyp2d6_substrate_carbonmangels,classification,,0.3507308012703843,0.3507308012703843
7,CHEMBL3652405,Unnamed JAK1 preclinical compound,7,-4.372175927193261,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,cyp2d6_substrate_carbonmangels,classification,,0.4102944713303051,0.4102944713303051
8,CHEMBL5885656,Unnamed JAK1 preclinical compound,8,-4.372069936947769,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccc3ncccc23)C1,cyp2d6_substrate_carbonmangels,classification,,0.323087266298988,0.323087266298988
9,CHEMBL5883265,Unnamed JAK1 preclinical compound,9,-4.36987363523634,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccccc2Cl)C1,cyp2d6_substrate_carbonmangels,classification,,0.37989623180477644,0.37989623180477644
10,CHEMBL5784853,Unnamed JAK1 preclinical compound,10,-4.369612369501382,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,cyp2d6_substrate_carbonmangels,classification,,0.3603398008393671,0.3603398008393671
11,CHEMBL5749084,Unnamed JAK1 preclinical compound,11,-4.363156678771032,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnc3ccoc3c2)C1,cyp2d6_substrate_carbonmangels,classification,,0.31799200115009385,0.31799200115009385
12,CHEMBL6064726,Unnamed JAK1 preclinical compound,12,-4.359809607582895,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC,cyp2d6_substrate_carbonmangels,classification,,0.3296138572266043,0.3296138572266043
13,CHEMBL6031741,Unnamed JAK1 preclinical compound,13,-4.356020368196619,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C(F)(F)F)n1,cyp2d6_substrate_carbonmangels,classification,,0.3282916521848169,0.3282916521848169
14,CHEMBL6017191,Unnamed JAK1 preclinical compound,14,-4.35523455739966,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,cyp2d6_substrate_carbonmangels,classification,,0.3180327966338324,0.3180327966338324
15,CHEMBL3652403,Unnamed JAK1 preclinical compound,15,-4.344067383277476,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,cyp2d6_substrate_carbonmangels,classification,,0.3009983298924627,0.3009983298924627
16,CHEMBL5931590,Unnamed JAK1 preclinical compound,16,-4.334092272426654,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cc1ccccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cyp2d6_substrate_carbonmangels,classification,,0.38673198926133734,0.38673198926133734
17,CHEMBL6065435,Unnamed JAK1 preclinical compound,17,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,cyp2d6_substrate_carbonmangels,classification,,0.35085624447787495,0.35085624447787495
18,CHEMBL5950639,Unnamed JAK1 preclinical compound,18,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,cyp2d6_substrate_carbonmangels,classification,,0.3115934639451676,0.3115934639451676
19,CHEMBL5890561,Unnamed JAK1 preclinical compound,19,-4.331007231883612,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1ncc2ccc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)cc21,cyp2d6_substrate_carbonmangels,classification,,0.3191756061781369,0.3191756061781369
20,CHEMBL3652410,Unnamed JAK1 preclinical compound,20,-4.316552930478186,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,cyp2d6_substrate_carbonmangels,classification,,0.3205179635544962,0.3205179635544962
21,CHEMBL502835,Nintedanib,8350,-1.13900439821085,PDGFRB,17.828125,clinical_ipf,Tier1,IPF approved/reference drug,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,cyp2d6_substrate_carbonmangels,classification,,0.17855849745475752,0.17855849745475752
22,CHEMBL1171837,Ponatinib,887,-3.2458617673888663,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,cyp2d6_substrate_carbonmangels,classification,,0.2983800155450344,0.2983800155450344
23,CHEMBL495727,AT-9283,835,-3.279430904509071,FGFR2,,clinical_repur,Tier2,Approved or clinical repurposing candidate,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,cyp2d6_substrate_carbonmangels,classification,,0.3611222401979043,0.3611222401979043
24,CHEMBL1789941,Ruxolitinib,2001,-2.739619827189386,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,cyp2d6_substrate_carbonmangels,classification,,0.36744900188620433,0.36744900188620433
25,CHEMBL221959,Tofacitinib,2885,-2.464100708535658,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,cyp2d6_substrate_carbonmangels,classification,,0.2680264709465512,0.2680264709465512
26,CHEMBL477772,Pazopanib,12419,-0.3689907468086709,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,cyp2d6_substrate_carbonmangels,classification,,0.2569712968706323,0.2569712968706323
27,CHEMBL535,Sunitinib,13857,-0.1375403344708105,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,cyp2d6_substrate_carbonmangels,classification,,0.32507567076957233,0.32507567076957233
28,CHEMBL1336,Sorafenib,14031,-0.1196366092660834,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,cyp2d6_substrate_carbonmangels,classification,,0.20195668302952124,0.20195668302952124
29,CHEMBL5769608,TGFBR1 lead compound,1015,-3.157977318757388,TGFBR1,,preclinical_lead,Tier4,Unnamed or preclinical lead,CC(=O)Nc1cc(Nc2nc(-c3ccccn3)nn3ccc(CN4CCOCC4)c23)ccn1,cyp2d6_substrate_carbonmangels,classification,,0.24544658574953293,0.24544658574953293
30,CHEMBL1784637,PDGFRA lead compound,950,-3.20412907579738,PDGFRA,,preclinical_lead,Tier4,Unnamed or preclinical lead,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,cyp2d6_substrate_carbonmangels,classification,,0.29250973015790765,0.29250973015790765
1,CHEMBL6059683,Unnamed JAK1 preclinical compound,1,-4.404797301413812,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cyp3a4_veith,classification,,0.502307854096663,0.502307854096663
2,CHEMBL5945428,Unnamed JAK1 preclinical compound,2,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccncc2)C1,cyp3a4_veith,classification,,0.6306865855233635,0.6306865855233635
3,CHEMBL6020772,Unnamed JAK1 preclinical compound,3,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccnc2)C1,cyp3a4_veith,classification,,0.721709832893848,0.721709832893848
4,CHEMBL5956808,Unnamed JAK1 preclinical compound,4,-4.399579280076667,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,cyp3a4_veith,classification,,0.5211496616593536,0.5211496616593536
5,CHEMBL6021211,Unnamed JAK1 preclinical compound,5,-4.387690687283208,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1cc2cc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)ccc2n1,cyp3a4_veith,classification,,0.6272116514516456,0.6272116514516456
